Lot #,Shape,Color,Clarity,Weight,Lab,Cut Grade,Polish,Symmetry,Fluor,Rapaport Price,% Off RAP,Price/Ct,Certificate #,Length,Width,Depth,Depth %,Table %,Gridle,Culet,Description/Comments,Origin,Measurement,Certificate Image,Video Link
2000007314,ROUND,D,SI1,0.34,IGI,Ideal,Excellent,Excellent,NONE,2100,82,378,LG355924774,4.48,4.5,2.77,61.8,58,Medium (Faceted),Pointed,MISC,LAB CREATED,4.48x4.5x2.77,https://s3.amazonaws.com/lgdcertificates/LG355924774.pdf,https://s3.amazonaws.com/lgdvideos/LG355924774.html
2000061049,ROUND,E,VVS2,0.34,IGI,Ideal,Excellent,Excellent,NONE,2600,83,442,LG407920839,4.55,4.58,2.73,59.8,59,Medium (Faceted),Pointed,MISC,LAB CREATED,4.55x4.58x2.73,https://s3.amazonaws.com/lgdcertificates/LG407920839.pdf,https://s3.amazonaws.com/lgdvideos/LG407920839.html
2000072112,ROUND,E,VVS2,0.34,IGI,Excellent,Excellent,Excellent,NONE,2600,83,442,LG468173877,4.49,4.51,2.75,61.1,59,Medium (Faceted),Pointed,MISC,LAB CREATED,4.49x4.51x2.75,https://s3.amazonaws.com/lgdcertificates/LG468173877.pdf,https://s3.amazonaws.com/lgdvideos/LG468173877.html
2000050713,ROUND,E,VS2,0.34,IGI,IDEAL,EXCELLENT,EXCELLENT,NONE,2300,83,391,LG455007018,4.54,4.57,2.75,0,57.5,TN-MDFC,POINTED,MISC,LAB CREATED,4.54x4.57x2.75,https://s3.amazonaws.com/lgdcertificates/LG455007018.pdf,https://s3.amazonaws.com/lgdvideos/LG455007018.html
2000071074,ROUND,E,VS2,0.34,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG468173764,4.48,4.5,2.79,62.2,57.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.48x4.5x2.79,https://s3.amazonaws.com/lgdcertificates/LG468173764.pdf,https://s3.amazonaws.com/lgdvideos/LG468173764.html
2000070735,ROUND,E,VS2,0.34,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG468173769,4.49,4.52,2.74,60.8,59.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.49x4.52x2.74,https://s3.amazonaws.com/lgdcertificates/LG468173769.pdf,https://s3.amazonaws.com/lgdvideos/LG468173769.html
2000053656,ROUND,F,VS1,0.34,IGI,Excellent,Excellent,Excellent,NONE,2300,83,391,LG455007023,4.48,4.51,2.77,61.8,58,Medium (Faceted),Pointed,MISC,LAB CREATED,4.48x4.51x2.77,https://s3.amazonaws.com/lgdcertificates/LG455007023.pdf,https://s3.amazonaws.com/lgdvideos/LG455007023.html
2000043253,ROUND,G,VVS1,0.34,IGI,Excellent,Excellent,Excellent,NONE,2500,83,425,LG432099899,4.48,4.51,2.82,62.6,56.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.48x4.51x2.82,https://s3.amazonaws.com/lgdcertificates/LG432099899.pdf,https://s3.amazonaws.com/lgdvideos/LG432099899.html
4000237731,ROUND,G,VVS2,0.34,IGI,IDEAL,EXCELLENT,EXCELLENT,None,2300,83,391,LG208691518,4.53,4.54,2.76,60.8,57,MD,POINTED,MISC,LAB CREATED,4.53x4.54x2.76,https://s3.amazonaws.com/lgdcertificates/LG208691518.pdf,https://s3.amazonaws.com/lgdvideos/LG208691518.html
2000024199,ROUND,G,VVS2,0.34,IGI,Excellent,Excellent,Excellent,NONE,2300,83,391,LG464196977,4.43,4.47,2.81,63.1,57,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.43x4.47x2.81,https://s3.amazonaws.com/lgdcertificates/LG464196977.pdf,https://s3.amazonaws.com/lgdvideos/LG464196977.html
2000072381,ROUND,G,VVS2,0.34,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG464197827,4.52,4.54,2.79,61.6,56.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.52x4.54x2.79,https://s3.amazonaws.com/lgdcertificates/LG464197827.pdf,https://s3.amazonaws.com/lgdvideos/LG464197827.html
2000072644,ROUND,G,VVS2,0.34,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG464197833,4.53,4.55,2.74,60.4,57.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.53x4.55x2.74,https://s3.amazonaws.com/lgdcertificates/LG464197833.pdf,https://s3.amazonaws.com/lgdvideos/LG464197833.html
2000015182,ROUND,G,VVS2,0.34,IGI,Excellent,Excellent,Excellent,NONE,2300,83,391,LG468175377,4.47,4.5,2.79,62.2,56.5,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.47x4.5x2.79,https://s3.amazonaws.com/lgdcertificates/LG468175377.pdf,https://s3.amazonaws.com/lgdvideos/LG468175377.html
6200011235,ROUND,G,VVS2,0.34,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG468175505,4.52,4.56,2.74,60.5,59.5,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.52x4.56x2.74,https://s3.amazonaws.com/lgdcertificates/LG468175505.pdf,https://s3.amazonaws.com/lgdvideos/LG468175505.html
2000009639,ROUND,G,VS1,0.34,IGI,IDEAL,EXCELLENT,EXCELLENT,None,2200,83,374,LG455007012,4.56,4.58,2.76,60.5,57,MDFC,POINTED,MISC,LAB CREATED,4.56x4.58x2.76,https://s3.amazonaws.com/lgdcertificates/LG455007012.pdf,https://s3.amazonaws.com/lgdvideos/LG455007012.html
2000025514,ROUND,G,VS2,0.34,IGI,EXCELLENT,VERY GOOD,EXCELLENT,NONE,2100,83.25,351.75,LG464196975,4.46,4.48,2.79,62.4,58.5,MDFC,POINTED,MISC,LAB CREATED,4.46x4.48x2.79,https://s3.amazonaws.com/lgdcertificates/LG464196975.pdf,https://s3.amazonaws.com/lgdvideos/LG464196975.html
2000034748,ROUND,G,VS2,0.34,IGI,Ideal,Excellent,Excellent,NONE,2100,83,357,LG470150542,4.46,4.49,2.76,61.8,59,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.46x4.49x2.76,https://s3.amazonaws.com/lgdcertificates/LG470150542.pdf,https://s3.amazonaws.com/lgdvideos/LG470150542.html
2000037380,ROUND,G,VS2,0.34,IGI,Ideal,Excellent,Excellent,NONE,2100,83,357,LG470150613,4.49,4.52,2.8,62.1,57,Medium (Faceted),Pointed,MISC,LAB CREATED,4.49x4.52x2.8,https://s3.amazonaws.com/lgdcertificates/LG470150613.pdf,https://s3.amazonaws.com/lgdvideos/LG470150613.html
2000008612,ROUND,H,VVS2,0.34,IGI,Ideal,Excellent,Very Good,NONE,2200,83,374,LG436081126,4.53,4.55,2.76,60.7,58,Medium (Faceted),Pointed,MISC,LAB CREATED,4.53x4.55x2.76,https://s3.amazonaws.com/lgdcertificates/LG436081126.pdf,https://s3.amazonaws.com/lgdvideos/LG436081126.html
9000224870,ROUND,I,VVS2,0.34,IGI,Ideal,Excellent,Excellent,NONE,2000,83,340,LG279785973,4.42,4.55,2.78,62.5,56,Medium To Slightly Thick (Partly Polished),Pointed,MISC,LAB CREATED,4.42x4.55x2.78,https://s3.amazonaws.com/lgdcertificates/LG279785973.pdf,https://s3.amazonaws.com/lgdvideos/LG279785973.html
2000048119,ROUND,D,VVS2,0.35,IGI,Ideal,Excellent,Very Good,NONE,2800,83,476,LG442035841,4.52,4.56,2.83,62.3,56.5,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.52x4.56x2.83,https://s3.amazonaws.com/lgdcertificates/LG442035841.pdf,https://s3.amazonaws.com/lgdvideos/LG442035841.html
2000035975,ROUND,D,VS1,0.35,IGI,Ideal,Excellent,Excellent,NONE,2600,83,442,LG442036907,4.56,4.59,2.77,60.5,58,Medium (Faceted),Pointed,MISC,LAB CREATED,4.56x4.59x2.77,https://s3.amazonaws.com/lgdcertificates/LG442036907.pdf,https://s3.amazonaws.com/lgdvideos/LG442036907.html
6200011059,ROUND,E,VVS1,0.35,IGI,Excellent,Excellent,Excellent,NONE,2800,83,476,LG464196855,4.51,4.53,2.8,62,59,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.51x4.53x2.8,https://s3.amazonaws.com/lgdcertificates/LG464196855.pdf,https://s3.amazonaws.com/lgdvideos/LG464196855.html
2000076768,ROUND,F,VVS2,0.35,IGI,Excellent,Excellent,Excellent,NONE,2500,83,425,LG455006974,4.51,4.53,2.84,62.9,55.5,Thin To Medium (Faceted),Pointed,MISC,LAB CREATED,4.51x4.53x2.84,https://s3.amazonaws.com/lgdcertificates/LG455006974.pdf,https://s3.amazonaws.com/lgdvideos/LG455006974.html
2000080248,ROUND,F,VS1,0.35,IGI,Excellent,Excellent,Excellent,NONE,2300,83,391,LG455007144,4.49,4.54,2.82,62.4,58.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.49x4.54x2.82,https://s3.amazonaws.com/lgdcertificates/LG455007144.pdf,https://s3.amazonaws.com/lgdvideos/LG455007144.html
2000080698,ROUND,F,VS1,0.35,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG455009382,4.53,4.57,2.8,61.4,56.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.53x4.57x2.8,https://s3.amazonaws.com/lgdcertificates/LG455009382.pdf,https://s3.amazonaws.com/lgdvideos/LG455009382.html
9000022795,ROUND,F,SI2,0.35,GCAL,GOOD,VERY GOOD,VERY GOOD,NONE,1700,84,272,262240234,4.53,4.56,2.79,61.4,57,TNMD,NONE,MISC,LAB CREATED,4.53x4.56x2.79,https://s3.amazonaws.com/lgdcertificates/gcal/GCAL262240234.pdf,
2000080249,ROUND,G,VS1,0.35,IGI,Excellent,Excellent,Excellent,NONE,2200,83,374,LG455007137,4.53,4.56,2.81,61.8,58.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.53x4.56x2.81,https://s3.amazonaws.com/lgdcertificates/LG455007137.pdf,https://s3.amazonaws.com/lgdvideos/LG455007137.html
2000082031,ROUND,G,VS2,0.35,IGI,Excellent,Excellent,Excellent,NONE,2100,83,357,LG455009441,4.49,4.53,2.81,62.5,58,Medium (Faceted),Pointed,MISC,LAB CREATED,4.49x4.53x2.81,https://s3.amazonaws.com/lgdcertificates/LG455009441.pdf,https://s3.amazonaws.com/lgdvideos/LG455009441.html
2000054788,ROUND,G,SI2,0.35,IGI,Ideal,Excellent,Excellent,NONE,1600,82,288,LG407964634,4.52,4.56,2.78,61.3,57,Medium (Faceted),Pointed,MISC,LAB CREATED,4.52x4.56x2.78,https://s3.amazonaws.com/lgdcertificates/LG407964634.pdf,https://s3.amazonaws.com/lgdvideos/LG407964634.html
2000065815,ROUND,H,VS1,0.35,IGI,Excellent,Excellent,Excellent,NONE,2100,83,357,LG455009513,4.48,4.53,2.84,63.1,56,Medium (Faceted),Pointed,MISC,LAB CREATED,4.48x4.53x2.84,https://s3.amazonaws.com/lgdcertificates/LG455009513.pdf,https://s3.amazonaws.com/lgdvideos/LG455009513.html
2000066222,ROUND,H,VS1,0.35,IGI,IDEAL,VERY GOOD,EXCELLENT,NONE,2100,83,357,LG464197073,4.56,4.59,2.78,60.7,58,MDFC,POINTED,MISC,LAB CREATED,4.56x4.59x2.78,https://s3.amazonaws.com/lgdcertificates/LG464197073.pdf,https://s3.amazonaws.com/lgdvideos/LG464197073.html
9000125637,ROUND,K-FAINT BROWN,SI1,0.35,IGI,Ideal,Excellent,Excellent,NONE,1200,82,216,LG257743598,4.52,4.55,2.8,61.8,56.5,Medium (Partly Faceted),POINTED,MISC,LAB CREATED,4.52x4.55x2.8,https://s3.amazonaws.com/lgdcertificates/LG257743598.pdf,https://s3.amazonaws.com/lgdvideos/LG257743598.html
9000125639,ROUND,K-FAINT BROWN,SI1,0.35,IGI,Ideal,Excellent,Excellent,NONE,1200,82,216,LG257743599,4.6,4.62,2.77,60.2,58.5,MEDIUM,POINTED,MISC,LAB CREATED,4.6x4.62x2.77,https://s3.amazonaws.com/lgdcertificates/LG257743599.pdf,https://s3.amazonaws.com/lgdvideos/LG257743599.html
9000125640,ROUND,K-FAINT BROWN,SI2,0.35,IGI,Ideal,Excellent,Excellent,NONE,1100,82,198,LG257743600,4.54,4.57,2.78,61.1,58,Medium (Partly Faceted),POINTED,MISC,LAB CREATED,4.54x4.57x2.78,https://s3.amazonaws.com/lgdcertificates/LG257743600.pdf,https://s3.amazonaws.com/lgdvideos/LG257743600.html
5000006962,ROUND,Light Brown,VS1,0.35,GCAL,Good,Very Good,Very Good,NONE,0,0,230,252170137,4.59,4.72,2.75,59,55,THIN - MEDIUM,NONE,MISC,LAB CREATED,4.59x4.72x2.75,https://s3.amazonaws.com/lgdcertificates/gcal/GCAL252170137.pdf,https://s3.amazonaws.com/lgdvideos/252170137.html
5000007104,ROUND,Light Brown,VS1,0.35,GCAL,Good,Very Good,Very Good,NONE,0,0,230,252170190,4.58,4.79,2.79,60,54,THIN - MEDIUM,NONE,MISC,LAB CREATED,4.58x4.79x2.79,https://s3.amazonaws.com/lgdcertificates/gcal/GCAL252170190.pdf,https://s3.amazonaws.com/lgdvideos/252170190.html
5000006994,ROUND,Light Brown,VS1,0.35,GCAL,Good,Very Good,Very Good,NONE,0,0,230,252170219,4.56,4.59,2.75,60,58,VERY THIN - MEDIUM,NONE,MISC,LAB CREATED,4.56x4.59x2.75,https://s3.amazonaws.com/lgdcertificates/gcal/GCAL252170219.pdf,https://s3.amazonaws.com/lgdvideos/252170219.html
5000006995,ROUND,Light Brown,VS1,0.35,GCAL,Good,Very Good,Very Good,NONE,0,0,230,252170220,4.52,4.54,2.81,62,55,MEDIUM - SL.THICK,NONE,MISC,LAB CREATED,4.52x4.54x2.81,https://s3.amazonaws.com/lgdcertificates/gcal/GCAL252170220.pdf,https://s3.amazonaws.com/lgdvideos/252170220.html
5000007105,ROUND,Very Light Brown,VVS2,0.35,GCAL,Good,Very Good,Very Good,NONE,0,0,230,252170189,4.56,4.57,2.77,61,55,MEDIUM - SL.THICK,NONE,MISC,LAB CREATED,4.56x4.57x2.77,https://s3.amazonaws.com/lgdcertificates/gcal/GCAL252170189.pdf,https://s3.amazonaws.com/lgdvideos/252170189.html
5000007103,ROUND,Very Light Brown,VS1,0.35,GCAL,Good,Good,Very Good,NONE,0,0,230,252170187,4.55,4.59,2.83,62,55,THIN - MEDIUM,NONE,MISC,LAB CREATED,4.55x4.59x2.83,https://s3.amazonaws.com/lgdcertificates/gcal/GCAL252170187.pdf,https://s3.amazonaws.com/lgdvideos/252170187.html
2000046944,ROUND,E,VS2,0.36,IGI,EXCELLENT,EXCELLENT,EXCELLENT,NONE,2300,83,391,LG455007003,4.61,4.64,2.81,0,59,TN-MDFC,POINTED,MISC,LAB CREATED,4.61x4.64x2.81,https://s3.amazonaws.com/lgdcertificates/LG455007003.pdf,https://s3.amazonaws.com/lgdvideos/LG455007003.html
2000010016,ROUND,F,VVS2,0.36,IGI,Excellent,Excellent,Very Good,NONE,2500,83.25,418.75,LG414000635,4.57,4.59,2.84,62,59,Medium (Faceted),Pointed,MISC,LAB CREATED,4.57x4.59x2.84,https://s3.amazonaws.com/lgdcertificates/LG414000635.pdf,https://s3.amazonaws.com/lgdvideos/LG414000635.html
2000078551,ROUND,F,VS1,0.36,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG455007235,4.6,4.66,2.78,60.1,58.5,Thin To Medium (Faceted),Pointed,MISC,LAB CREATED,4.6x4.66x2.78,https://s3.amazonaws.com/lgdcertificates/LG455007235.pdf,https://s3.amazonaws.com/lgdvideos/LG455007235.html
2000079531,ROUND,F,VS2,0.36,IGI,EXCELLENT,EXCELLENT,EXCELLENT,NONE,2200,83,374,LG464197695,4.53,4.57,2.84,62.5,58.5,MDFC,POINTED,MISC,LAB CREATED,4.53x4.57x2.84,https://s3.amazonaws.com/lgdcertificates/LG464197695.pdf,https://s3.amazonaws.com/lgdvideos/LG464197695.html
2000048310,ROUND,G,SI2,0.36,IGI,Ideal,Very Good,Excellent,NONE,1600,82,288,LG407964632,4.56,4.59,2.83,62,57,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.56x4.59x2.83,https://s3.amazonaws.com/lgdcertificates/LG407964632.pdf,https://s3.amazonaws.com/lgdvideos/LG407964632.html
2000056016,ROUND,H,VVS1,0.36,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG444015119,4.65,4.67,2.79,59.9,58.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.65x4.67x2.79,https://s3.amazonaws.com/lgdcertificates/LG444015119.pdf,https://s3.amazonaws.com/lgdvideos/LG444015119.html
2000028498,ROUND,H,VVS2,0.36,IGI,Ideal,Excellent,Excellent,NONE,2200,83,374,LG395983943,4.6,4.64,2.79,60.3,57.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.6x4.64x2.79,https://s3.amazonaws.com/lgdcertificates/LG395983943.pdf,https://s3.amazonaws.com/lgdvideos/LG395983943.html
2000047152,ROUND,H,VS1,0.36,IGI,Ideal,Excellent,Very Good,NONE,2100,83,357,LG395956620,4.58,4.63,2.84,61.6,57,Medium (Faceted),Pointed,MISC,LAB CREATED,4.58x4.63x2.84,https://s3.amazonaws.com/lgdcertificates/LG395956620.pdf,https://s3.amazonaws.com/lgdvideos/LG395956620.html
6100137792,ROUND,I,VVS1,0.36,IGI,Ideal,Excellent,Excellent,NONE,2100,83,357,LG380976184,4.57,4.61,2.86,62.5,56.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.57x4.61x2.86,https://s3.amazonaws.com/lgdcertificates/LG380976184.pdf,https://s3.amazonaws.com/lgdvideos/LG380976184.html
6100260835,ROUND,I,VVS2,0.36,IGI,Ideal,Very Good,Very Good,NONE,2000,83,340,LG395957129,4.61,4.65,2.79,60.2,59,Medium (Faceted),Pointed,MISC,LAB CREATED,4.61x4.65x2.79,https://s3.amazonaws.com/lgdcertificates/LG395957129.pdf,https://s3.amazonaws.com/lgdvideos/LG395957129.html
6100260834,ROUND,I,VVS2,0.36,IGI,Ideal,Excellent,Very Good,NONE,2000,83,340,LG395957130,4.58,4.63,2.8,61,57.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.58x4.63x2.8,https://s3.amazonaws.com/lgdcertificates/LG395957130.pdf,https://s3.amazonaws.com/lgdvideos/LG395957130.html
6100260747,ROUND,J,VVS2,0.36,IGI,Ideal,Very Good,Very Good,NONE,1700,83,289,LG395957137,4.57,4.6,2.8,61.2,58.5,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.57x4.6x2.8,https://s3.amazonaws.com/lgdcertificates/LG395957137.pdf,https://s3.amazonaws.com/lgdvideos/LG395957137.html
9000330247,ROUND,J,VS2,0.36,IGI,IDEAL,EXCELLENT,EXCELLENT,NONE,1500,83,255,LG320858930,4.54,4.57,2.82,62,57,MD-STKFC,POINTED,MISC,LAB CREATED,4.54x4.57x2.82,https://s3.amazonaws.com/lgdcertificates/LG320858930.pdf,
9000125638,ROUND,K-FAINT BROWN,SI2,0.36,IGI,Ideal,Excellent,Excellent,NONE,1100,82,198,LG257743597,4.59,4.61,2.84,61.6,57.5,MEDIUM,POINTED,MISC,LAB CREATED,4.59x4.61x2.84,https://s3.amazonaws.com/lgdcertificates/LG257743597.pdf,https://s3.amazonaws.com/lgdvideos/LG257743597.html
5000007102,ROUND,Light Brown,VVS2,0.36,GCAL,Good,Very Good,Very Good,NONE,0,0,230,252170188,4.54,4.57,2.8,62,58,MEDIUM - SL.THICK,NONE,MISC,LAB CREATED,4.54x4.57x2.8,https://s3.amazonaws.com/lgdcertificates/gcal/GCAL252170188.pdf,https://s3.amazonaws.com/lgdvideos/252170188.html
5000007004,ROUND,Light Brown,VS1,0.36,GCAL,Good,Good,Good,NONE,0,0,230,252170227,4.59,4.61,2.8,61,58,SL.THICK - THICK,NONE,MISC,LAB CREATED,4.59x4.61x2.8,https://s3.amazonaws.com/lgdcertificates/gcal/GCAL252170227.pdf,https://s3.amazonaws.com/lgdvideos/252170227.html
5000007005,ROUND,Light Brown,VS1,0.36,GCAL,Good,Very Good,Very Good,NONE,0,0,230,252170228,4.58,4.61,2.82,61,56,SL.THICK,NONE,MISC,LAB CREATED,4.58x4.61x2.82,https://s3.amazonaws.com/lgdcertificates/gcal/GCAL252170228.pdf,https://s3.amazonaws.com/lgdvideos/252170228.html
2000033328,ROUND,E,VVS1,0.37,IGI,Ideal,Excellent,Very Good,NONE,2800,83,476,LG425050416,4.63,4.67,2.79,60,59,Medium (Faceted),Pointed,MISC,LAB CREATED,4.63x4.67x2.79,https://s3.amazonaws.com/lgdcertificates/LG425050416.pdf,https://s3.amazonaws.com/lgdvideos/LG425050416.html
2000054976,ROUND,E,SI1,0.37,IGI,Ideal,Excellent,Excellent,NONE,2000,82,360,LG436080541,4.66,4.67,2.82,60.5,58.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.66x4.67x2.82,https://s3.amazonaws.com/lgdcertificates/LG436080541.pdf,https://s3.amazonaws.com/lgdvideos/LG436080541.html
6200003708,ROUND,E,SI2,0.37,IGI,IDEAL,EXCELLENT,EXCELLENT,None,1800,82,324,LG444017576,4.65,4.66,2.81,60.3,59,MDFC,POINTED,MISC,LAB CREATED,4.65x4.66x2.81,https://s3.amazonaws.com/lgdcertificates/LG444017576.pdf,https://s3.amazonaws.com/lgdvideos/LG444017576.html
2000073962,ROUND,F,VS1,0.37,IGI,Ideal,Excellent,Excellent,NONE,2300,83,391,LG455007814,4.67,4.7,2.81,60,59,Medium (Faceted),Pointed,MISC,LAB CREATED,4.67x4.7x2.81,https://s3.amazonaws.com/lgdcertificates/LG455007814.pdf,https://s3.amazonaws.com/lgdvideos/LG455007814.html
2000041684,ROUND,F,VS1,0.37,IGI,EXCELLENT,EXCELLENT,EXCELLENT,None,2300,83,391,LG455020871,4.6,4.64,2.86,61.8,57,TN-MDFC,Pointed,MISC,LAB CREATED,4.60x4.64x2.86,https://s3.amazonaws.com/lgdcertificates/LG455020871.pdf,https://s3.amazonaws.com/lgdvideos/LG455020871.html
2000069376,ROUND,F,VS1,0.37,IGI,Excellent,Excellent,Excellent,NONE,2300,83,391,LG464197366,4.54,4.56,2.89,63.4,57,Medium To Slightly Thick (Faceted),Pointed,MISC,LAB CREATED,4.54x4.56x2.89,https://s3.amazonaws.com/lgdcertificates/LG464197366.pdf,https://s3.amazonaws.com/lgdvideos/LG464197366.html
2000072768,ROUND,F,VS2,0.37,IGI,Ideal,Excellent,Excellent,NONE,2200,83,374,LG455007831,4.64,4.67,2.82,60.5,58,Medium (Faceted),Pointed,MISC,LAB CREATED,4.64x4.67x2.82,https://s3.amazonaws.com/lgdcertificates/LG455007831.pdf,https://s3.amazonaws.com/lgdvideos/LG455007831.html
2000025605,ROUND,F,SI1,0.37,IGI,EXCELLENT,EXCELLENT,EXCELLENT,None,1900,82,342,LG442036295,4.58,4.61,2.89,62.9,56.5,MDFC,POINTED,MISC,LAB CREATED,4.58x4.61x2.89,https://s3.amazonaws.com/lgdcertificates/LG442036295.pdf,https://s3.amazonaws.com/lgdvideos/LG442036295.html
2000062138,ROUND,F,SI2,0.37,IGI,Ideal,Excellent,Excellent,NONE,1700,82,306,LG444017358,4.64,4.65,2.83,60.9,57,Medium (Faceted),Pointed,MISC,LAB CREATED,4.64x4.65x2.83,https://s3.amazonaws.com/lgdcertificates/LG444017358.pdf,https://s3.amazonaws.com/lgdvideos/LG444017358.html
6200009902,ROUND,G,VVS1,0.37,IGI,IDEAL,EXCELLENT,EXCELLENT,None,2500,83,425,LG455007442,4.62,4.64,2.84,61.4,57.5,MD-STKFC,POINTED,MISC,LAB CREATED,4.62x4.64x2.84,https://s3.amazonaws.com/lgdcertificates/LG455007442.pdf,https://s3.amazonaws.com/lgdvideos/LG455007442.html
2000041706,ROUND,G,VS1,0.37,IGI,Ideal,Excellent,Excellent,NONE,2200,83,374,LG407964812,4.67,4.7,2.83,60.6,57,Medium (Faceted),Pointed,MISC,LAB CREATED,4.67x4.7x2.83,https://s3.amazonaws.com/lgdcertificates/LG407964812.pdf,https://s3.amazonaws.com/lgdvideos/LG407964812.html
2000079025,ROUND,G,VS2,0.37,IGI,EXCELLENT,EXCELLENT,EXCELLENT,None,2100,83,357,LG455007759,4.62,4.64,2.85,61.4,59.5,MDFC,POINTED,MISC,LAB CREATED,4.62x4.64x2.85,https://s3.amazonaws.com/lgdcertificates/LG455007759.pdf,https://s3.amazonaws.com/lgdvideos/LG455007759.html
2000076731,ROUND,G,SI2,0.37,IGI,IDEAL,EXCELLENT,EXCELLENT,None,1600,82,288,LG464196597,4.63,4.65,2.87,61.8,57,MDFC,POINTED,MISC,LAB CREATED,4.63x4.65x2.87,https://s3.amazonaws.com/lgdcertificates/LG464196597.pdf,https://s3.amazonaws.com/lgdvideos/LG464196597.html
6100408379,ROUND,H,VVS2,0.37,IGI,EXCELLENT,EXCELLENT,EXCELLENT,None,2200,83,374,LG455011324,4.58,4.62,2.85,62.1,58,MD-STKFC,POINTED,MISC,LAB CREATED,4.58x4.62x2.85,https://s3.amazonaws.com/lgdcertificates/LG455011324.pdf,
2000060923,ROUND,H,VS2,0.37,IGI,Ideal,Excellent,Excellent,NONE,2000,83,340,LG407920699,4.64,4.67,2.82,60.7,58.5,Medium (Faceted),Pointed,MISC,LAB CREATED,4.64x4.67x2.82,https://s3.amazonaws.com/lgdcertificates/LG407920699.pdf,https://s3.amazonaws.com/lgdvideos/LG407920699.html
6100292893,ROUND,I,VVS1,0.37,IGI,IDEAL,EXCELLENT,EXCELLENT,None,2100,83,357,LG455011005,4.59,4.62,2.87,62.4,56.5,MDFC,POINTED,MISC,LAB CREATED,4.59x4.62x2.87,https://s3.amazonaws.com/lgdcertificates/LG455011005.pdf,
6100359480,ROUND,I,VVS2,0.37,IGI,EXCELLENT,EXCELLENT,EXCELLENT,None,2000,83,340,LG455011000,4.6,4.64,2.92,63.2,56,TN-MDFC,POINTED,MISC,LAB CREATED,4.60x4.64x2.92,https://s3.amazonaws.com/lgdcertificates/LG455011000.pdf,
6100359484,ROUND,I,VS2,0.37,IGI,EXCELLENT,EXCELLENT,EXCELLENT,None,1800,83,306,LG455011002,4.6,4.62,2.88,62.5,57,MDFC,POINTED,MISC,LAB CREATED,4.60x4.62x2.88,https://s3.amazonaws.com/lgdcertificates/LG455011002.pdf,
6100254047,ROUND,J,VVS2,0.37,IGI,IDEAL,EXCELLENT,VERY GOOD,NONE,1700,83,289,LG389924680,4.63,4.65,2.85,61.5,57.5,MDFC,Pointed,MISC,LAB CREATED,4.63x4.65x2.85,https://s3.amazonaws.com/lgdcertificates/LG389924680.pdf,
6100260755,ROUND,J,VS1,0.37,IGI,EXCELLENT,VERY GOOD,VERY GOOD,NONE,1600,83.25,268,LG395957163,4.6,4.64,2.89,62.7,57,Medium (Faceted),Pointed,MISC,LAB CREATED,4.60x4.64x2.89,https://s3.amazonaws.com/lgdcertificates/LG395957163.pdf,https://s3.amazonaws.com/lgdvideos/LG395957163.html
5000006963,ROUND,Light Brown,VVS2,0.37,GCAL,Good,Excellent,Very Good,NONE,0,0,230,252170138,4.59,4.6,2.8,61,60,SL.THICK - THICK,NONE,MISC,LAB CREATED,4.59x4.6x2.8,https://s3.amazonaws.com/lgdcertificates/gcal/GCAL252170138.pdf,https://s3.amazonaws.com/lgdvideos/252170138.html
5000006998,ROUND,Light Brown,VVS2,0.37,GCAL,Good,Very Good,Good,NONE,0,0,230,252170213,4.64,4.65,2.82,61,58,MEDIUM - SL.THICK,NONE,MISC,LAB CREATED,4.64x4.65x2.82,https://s3.amazonaws.com/lgdcertificates/gcal/GCAL252170213.pdf,https://s3.amazonaws.com/lgdvideos/252170213.html
